16
1,6,2,3,7,4,2,1,5,5,5,7,5,4,2,2
2,11,14,8,10,3,13,6,1,7,4,11,7,4,9,14
10,10,11,4,9,14,2,11,5,14,3,12,11,5,5,14
9,12,9,7,7,13,12,11,4,8,9,6,9,4,2,10
3,7,7,14,8,1,7,15,7,7,7,12,1,7,13,14
10,8,8,11,4,1,14,10,10,8,8,3,6,8,1,14
8,1,7,15,4,1,14,8,8,1,7,12,11,5,5,14
3,7,12,11,4,2,10,3,6,3,15,4,8,1,6,10
10,8,1,13,7,12,8,11,12,8,8,3,7,5,14,10
8,2,3,5,13,5,6,10,1,5,5,12,11,6,9,12
3,12,10,2,1,7,13,13,4,2,3,4,10,11,5,6
11,4,8,10,1,15,7,5,6,10,10,2,8,10,1,14
11,5,6,9,6,8,10,1,15,12,11,13,7,14,2,8
10,2,9,4,10,3,12,2,11,4,8,1,14,9,13,6
10,11,5,5,15,12,3,13,12,2,2,3,14,3,5,12
9,13,5,4,8,1,13,4,1,13,13,12,8,9,5,4
