16
1,5,5,7,6,3,5,6,3,5,4,2,1,6,1,6
1,6,2,8,10,8,2,11,15,6,3,12,2,9,7,14
1,14,9,7,15,6,11,14,11,15,15,4,10,2,8,10
3,13,7,15,15,12,11,14,9,13,13,5,14,10,3,14
10,1,14,8,8,3,15,15,6,3,4,1,13,15,12,10
8,2,10,3,5,14,11,12,8,10,3,6,3,12,3,14
2,9,15,13,7,12,11,5,5,14,10,10,8,1,12,8
10,2,9,4,9,7,12,3,6,10,8,11,6,3,7,6
10,11,5,7,7,12,2,9,13,15,6,8,9,14,10,10
9,15,6,8,9,6,11,4,2,10,11,4,2,8,10,10
2,10,8,3,4,10,11,4,10,8,8,3,13,7,13,14
10,10,3,13,4,10,10,1,14,3,5,14,3,14,2,8
11,12,11,6,2,9,13,6,9,15,6,8,10,11,13,6
8,1,14,9,15,4,1,15,5,13,14,1,12,11,4,8
1,6,10,2,9,5,7,15,6,1,13,4,2,9,7,6
1,13,13,12,1,5,12,8,9,5,5,4,9,5,12,8
