16
1,6,1,5,7,4,2,1,5,5,7,7,5,5,4,2
3,15,5,4,9,6,9,6,1,6,8,11,4,3,5,14
10,10,1,7,5,13,6,10,2,10,2,11,4,11,4,8
8,11,4,8,3,5,14,10,10,9,13,14,2,11,7,4
1,15,7,4,8,2,11,13,12,2,3,14,10,10,8,2
3,14,10,2,2,9,14,1,5,14,8,9,15,13,5,12
8,8,11,15,14,3,13,5,5,13,5,5,15,4,3,4
2,2,8,10,8,8,2,3,6,3,6,3,12,1,15,4
11,13,6,9,7,4,10,9,13,12,11,15,4,3,13,4
8,3,14,3,14,3,13,5,7,5,12,9,5,13,4,2
2,8,10,10,9,13,5,6,8,1,5,5,6,1,5,14
11,5,13,14,2,3,4,9,5,6,3,5,12,3,4,10
10,2,2,9,13,13,4,3,4,11,15,7,7,13,5,14
10,9,13,7,4,2,3,13,5,12,10,10,8,3,5,14
8,2,1,14,3,15,12,2,3,4,10,11,4,8,3,12
1,13,5,13,12,9,5,13,12,1,12,9,4,1,13,4
