16
1,6,3,4,1,6,1,7,6,3,6,2,1,6,3,4
2,10,9,6,1,13,6,10,8,8,11,12,3,14,11,6
10,11,5,13,4,1,13,15,5,5,15,6,10,11,14,10
11,13,5,5,4,3,4,11,4,3,12,10,8,11,13,14
10,3,4,3,4,10,1,14,1,15,6,8,2,8,3,14
9,15,5,14,3,12,3,12,2,8,8,1,15,7,12,8
3,14,3,13,13,5,15,5,15,7,7,7,14,9,5,6
8,8,8,2,2,1,12,3,14,8,8,10,11,4,3,14
3,7,4,10,9,7,4,9,12,1,6,8,8,2,8,10
8,11,7,12,3,12,2,2,3,4,11,5,7,12,1,14
1,14,10,3,13,7,12,11,13,5,15,6,9,7,5,14
3,12,8,9,4,11,6,8,2,2,11,13,4,8,3,12
11,7,4,3,7,12,8,1,15,12,9,7,4,2,9,4
10,9,7,14,8,1,7,5,14,3,4,10,3,12,1,6
10,1,14,8,3,7,12,3,15,15,5,15,13,7,7,12
9,4,9,5,13,12,1,12,8,9,4,8,1,12,9,4
