16
1,5,7,7,4,2,3,4,1,5,7,5,5,4,3,6
3,4,10,9,6,11,13,5,5,5,13,6,3,7,13,12
10,3,13,6,8,11,6,3,5,7,6,8,9,14,1,6
9,14,2,9,6,11,12,11,6,8,10,2,1,15,5,14
3,15,12,2,11,12,2,11,15,4,11,13,6,10,2,10
8,11,6,11,15,5,13,14,9,6,8,1,13,13,14,8
3,12,8,11,12,2,3,13,5,13,7,5,7,6,11,4
11,4,2,9,4,11,14,3,6,2,8,2,9,12,11,4
9,6,9,7,7,12,8,9,13,14,3,13,7,4,9,6
1,12,2,8,10,1,7,4,2,9,13,7,12,1,5,12
1,6,11,4,10,1,13,7,15,6,3,15,4,3,7,4
2,11,13,6,11,6,3,13,14,8,10,9,5,12,11,6
11,14,2,8,9,13,13,6,8,3,15,4,3,6,8,10
9,13,15,5,4,1,6,9,5,15,12,3,12,8,1,14
3,5,15,7,7,7,13,5,5,15,5,14,3,6,2,10
8,1,12,9,12,9,4,1,5,13,5,13,12,9,12,8
