16
1,7,6,3,7,5,5,7,5,6,1,7,7,6,1,6
2,10,11,12,8,3,5,12,1,15,4,10,8,10,2,10
9,12,10,2,1,14,1,6,1,14,1,12,2,9,15,14
1,6,8,10,2,10,2,9,7,15,4,3,13,6,8,10
1,15,4,9,14,8,9,6,10,9,7,12,2,11,5,14
2,11,6,3,12,3,5,13,15,6,10,3,12,10,2,8
11,12,11,15,4,11,6,1,14,8,10,10,1,13,15,4
9,4,8,10,1,14,10,3,14,3,13,15,4,1,12,2
2,2,1,15,7,12,10,9,12,10,3,13,5,4,2,10
11,13,4,10,8,3,15,6,2,8,11,6,3,6,10,10
11,5,6,8,3,12,8,11,12,1,14,11,15,14,9,14
11,6,10,3,15,7,6,11,5,4,10,8,8,9,6,10
8,8,9,14,10,8,10,9,4,3,14,3,5,7,12,10
3,5,7,12,8,2,11,7,4,8,8,8,2,9,6,10
10,1,13,6,1,13,14,9,4,2,1,5,15,7,15,14
9,4,1,12,1,5,13,5,5,13,5,4,8,8,8,8
