16
1,5,7,7,7,6,3,7,7,4,2,1,5,7,7,4
1,7,12,9,13,13,15,13,13,5,13,7,7,15,15,6
3,15,5,7,6,3,15,4,2,2,3,15,14,10,8,8
11,15,5,14,8,11,12,3,15,12,9,12,11,15,6,2
8,8,3,13,6,8,1,12,10,2,1,7,15,15,13,12
1,7,13,5,15,4,1,6,10,11,7,14,8,11,5,6
2,9,6,1,15,7,5,15,13,15,12,11,7,15,6,8
11,5,15,7,14,11,6,11,6,8,3,12,8,9,15,6
11,7,15,13,15,12,10,9,12,3,12,3,5,7,15,12
8,10,9,5,12,1,14,1,7,14,2,10,2,8,11,4
1,15,7,7,7,7,13,6,10,9,13,15,13,7,13,4
1,14,11,15,15,14,1,13,12,1,5,15,4,11,7,6
1,14,10,9,14,10,2,3,5,7,7,15,6,11,15,12
3,13,14,3,12,11,14,11,7,15,14,10,9,13,14,2
9,6,8,11,6,10,11,14,11,12,9,12,3,5,13,14
1,13,5,13,12,9,12,8,9,5,5,4,9,4,1,12
