16
1,7,5,5,7,4,1,7,6,3,5,6,3,5,7,6
3,13,5,6,8,3,5,14,11,12,2,8,9,6,10,8
11,6,1,12,3,15,4,8,11,5,13,4,2,10,9,6
10,9,7,6,10,9,7,4,11,7,5,7,15,14,1,14
11,4,10,9,12,2,8,1,14,9,6,8,8,8,2,8
9,4,8,2,3,12,2,2,8,2,11,7,6,2,11,6
1,6,3,15,12,1,15,12,1,15,12,10,9,14,10,8
2,9,12,10,3,5,14,3,6,10,1,13,4,11,12,2
9,5,5,15,14,2,8,9,13,13,7,5,4,9,7,12
3,6,1,14,9,13,4,1,5,7,14,2,1,7,15,4
10,11,7,13,5,7,5,5,5,14,8,10,2,8,11,4
10,8,10,3,6,9,6,1,5,13,6,10,9,6,11,6
9,6,10,10,8,2,8,2,1,5,12,9,7,13,12,10
1,14,10,9,6,10,2,10,3,7,4,3,12,2,1,12
1,14,9,7,12,9,15,13,12,11,5,13,5,15,7,6
1,13,4,9,4,1,13,5,4,9,4,1,5,12,8,8
