16
1,7,7,6,3,7,7,7,7,5,5,6,2,2,3,4
2,9,15,14,11,14,11,13,13,5,7,13,15,14,10,2
11,7,15,13,15,13,15,5,7,7,15,6,10,11,14,10
9,13,12,3,15,4,11,5,14,8,11,15,15,14,9,14
3,7,7,15,13,6,9,6,9,7,14,11,14,10,3,14
11,15,12,11,7,13,5,15,5,14,10,8,9,12,9,12
11,13,7,14,11,6,2,9,5,15,13,7,4,3,4,2
9,4,9,14,9,13,14,3,7,15,4,8,1,15,6,10
3,7,5,13,5,6,8,9,12,11,5,4,2,10,9,14
9,12,3,5,4,8,3,7,6,10,1,5,13,15,5,14
2,2,9,5,5,7,15,14,11,15,5,7,7,14,3,14
9,14,1,7,7,15,13,12,9,15,6,9,13,14,10,8
3,14,1,12,8,11,6,3,7,13,15,7,4,11,13,6
9,13,5,7,7,15,12,11,12,3,14,9,5,12,3,12
3,7,7,15,15,14,2,11,7,13,13,5,6,2,11,6
9,12,9,12,9,13,12,9,13,5,5,4,9,13,13,12
