16
1,5,5,6,3,4,2,1,7,6,2,1,6,1,6,2
2,3,7,12,11,4,9,6,8,11,15,7,15,4,10,10
10,10,10,2,9,7,5,13,4,10,10,10,11,7,13,12
10,8,11,12,2,11,6,2,3,14,10,8,8,8,1,6
10,1,13,6,9,14,11,13,14,10,10,3,5,4,2,10
11,4,3,13,5,14,8,2,8,8,11,13,5,4,10,10
9,7,15,5,6,11,7,12,1,5,15,5,5,5,15,12
2,10,8,2,8,10,8,3,6,2,8,3,6,1,14,2
10,11,7,13,4,9,4,9,14,9,7,14,9,7,13,14
9,12,10,3,6,3,4,3,14,2,8,9,6,8,3,12
2,2,10,8,11,15,4,11,13,14,2,2,8,1,14,2
10,9,14,2,9,15,7,12,1,13,12,10,1,7,14,10
11,5,12,9,7,13,15,7,7,4,1,14,1,14,9,14
9,6,2,1,14,3,14,10,10,3,7,12,2,11,4,8
2,11,13,7,12,9,14,8,8,10,8,1,13,15,6,2
9,13,4,8,1,5,12,1,5,13,5,5,5,13,13,12
