16
1,7,6,1,5,6,3,4,2,3,7,7,4,3,7,6
3,12,10,3,4,11,12,2,9,14,8,10,2,10,8,8
11,6,8,9,7,13,7,13,4,8,2,11,14,11,7,6
8,10,1,6,10,2,10,1,6,1,15,13,12,8,10,8
1,15,7,13,15,12,9,6,10,3,13,5,7,4,11,4
1,12,10,1,12,3,4,9,13,13,6,1,13,7,14,2
1,7,13,4,1,13,6,1,5,6,8,1,7,14,10,10
1,13,4,2,3,5,12,3,7,14,2,3,14,10,11,14
1,5,7,13,13,6,2,9,12,9,14,8,10,8,8,8
2,3,15,4,3,15,14,2,1,7,13,4,9,7,5,6
9,14,11,4,8,10,11,14,2,11,5,5,4,8,2,10
1,14,8,1,5,12,11,15,13,14,3,7,5,4,11,12
2,8,2,2,2,2,8,8,2,11,12,11,4,1,13,6
11,5,15,13,15,13,4,2,10,10,1,13,6,2,3,12
11,4,9,6,9,7,7,14,9,15,6,3,15,15,15,4
8,1,5,12,1,12,8,9,5,12,8,8,9,12,9,4
