16
1,6,3,6,2,3,6,3,6,3,6,3,4,3,7,6
1,14,11,12,9,14,11,14,9,15,12,9,5,12,10,10
3,13,15,4,3,12,8,8,3,12,2,2,2,1,14,8
10,3,13,7,15,5,5,6,9,4,11,13,13,6,10,2
8,10,2,8,8,3,5,15,6,1,12,3,5,15,12,10
2,10,11,7,5,14,2,8,11,4,2,10,1,13,5,14
9,14,8,10,1,12,9,7,13,6,10,8,2,1,7,12
3,13,4,9,4,3,4,11,6,10,9,5,14,1,14,2
9,7,5,4,1,14,2,9,12,11,5,5,13,7,13,12
3,13,4,1,7,13,12,3,5,15,6,2,3,13,6,2
8,1,7,6,9,6,1,14,3,12,11,14,11,4,9,14
3,5,12,11,5,12,1,14,11,6,8,10,9,6,2,10
10,2,1,15,5,7,7,12,11,14,3,12,1,12,11,12
11,15,4,8,3,12,10,1,12,8,11,7,5,4,8,2
10,9,6,1,13,6,8,2,3,5,14,9,7,6,1,14
8,1,12,1,5,13,4,9,13,4,8,1,12,9,5,12
