16
1,7,7,7,7,4,3,5,5,7,4,3,7,4,3,4
1,15,15,12,11,5,12,3,6,8,3,13,15,5,13,4
3,14,8,2,9,6,2,11,12,3,12,3,15,4,2,2
8,9,7,12,3,12,10,11,5,13,4,9,14,1,15,14
2,1,12,2,10,1,14,11,6,1,6,1,13,6,10,8
11,7,7,15,14,3,15,15,13,7,15,7,4,11,15,6
11,14,9,14,11,13,15,13,4,8,9,14,3,15,15,14
11,15,5,13,13,4,10,3,7,7,7,12,8,9,15,14
9,13,4,3,5,7,12,9,12,10,10,2,1,7,14,8
2,2,2,11,7,15,5,5,4,8,8,9,5,13,13,6
11,14,9,13,15,15,7,7,5,7,5,7,7,7,6,8
9,13,7,5,12,9,13,15,5,15,5,13,13,15,13,6
2,1,14,2,2,1,6,9,7,13,6,2,1,15,5,12
11,4,11,15,15,6,9,7,13,6,8,11,7,14,3,6
11,7,15,13,13,15,7,13,4,11,6,10,10,9,15,12
9,12,8,1,5,13,13,4,1,13,12,8,8,1,13,4
