16
1,7,4,2,2,2,3,4,2,2,2,3,4,3,5,4
2,11,6,10,9,15,14,1,14,11,14,11,7,15,4,2
10,10,8,10,1,14,9,6,11,12,11,12,8,9,5,12
9,15,4,9,7,13,4,11,12,2,9,5,5,6,2,2
3,13,7,6,9,6,2,9,7,12,1,6,1,14,11,12
10,2,8,10,3,13,15,4,11,4,3,14,3,15,15,6
8,9,7,12,10,3,13,4,8,2,10,11,12,8,8,8
1,5,15,6,10,11,4,3,7,13,12,10,2,3,7,4
3,5,12,11,12,9,4,9,12,1,5,12,11,12,9,4
11,6,3,12,1,7,4,2,1,5,7,5,15,5,6,2
10,8,9,4,2,9,6,10,2,2,11,4,9,4,11,12
11,5,6,3,13,7,13,15,15,12,9,6,2,3,13,4
11,6,9,15,4,8,2,10,11,7,5,12,9,14,3,6
8,10,1,14,1,5,13,14,8,10,1,6,2,10,10,8
1,12,2,9,4,2,3,12,2,11,6,10,11,13,14,2
1,5,13,5,5,13,12,1,13,12,9,12,8,1,13,12
