16
1,5,5,5,6,3,4,2,3,7,7,7,4,3,7,6
3,6,3,4,9,14,3,13,14,8,9,13,4,10,8,10
8,11,12,1,7,12,8,2,11,6,1,7,4,11,4,8
1,13,6,3,15,7,5,13,12,11,5,15,6,11,7,4
3,7,14,8,10,9,6,1,7,12,1,12,9,14,9,4
11,12,8,3,15,4,11,4,9,6,3,5,4,11,4,2
9,7,4,8,8,2,8,3,5,13,12,1,7,12,3,12
1,15,5,7,5,12,2,11,6,2,3,4,11,7,15,6
1,14,3,12,3,5,14,9,12,11,15,5,14,8,8,8
2,10,10,2,10,1,13,5,5,14,8,1,15,6,1,6
10,10,10,11,14,1,6,2,3,15,4,1,12,11,6,10
11,12,9,12,9,6,11,12,10,9,4,3,4,8,9,14
11,7,4,1,6,8,10,2,10,1,7,15,5,6,3,12
8,9,4,3,13,5,14,9,14,2,10,8,2,8,9,4
2,3,5,13,6,2,9,7,15,13,13,7,15,5,7,4
9,13,4,1,13,12,1,12,9,5,4,8,8,1,13,4
