16
1,5,6,1,5,7,5,7,7,4,1,7,7,4,1,6
2,1,15,7,7,15,6,9,12,3,7,12,8,3,5,12
10,2,10,9,15,12,8,1,5,14,11,5,6,11,5,6
11,15,14,1,12,3,7,7,5,14,10,3,13,15,4,8
8,11,12,2,3,15,12,9,4,8,8,11,6,11,7,6
1,14,3,12,10,9,7,5,6,3,6,9,14,8,11,12
1,13,15,6,10,1,15,6,9,12,11,4,9,6,9,4
1,7,15,14,8,3,14,11,6,1,12,3,7,15,7,4
3,12,8,11,7,12,8,9,12,2,1,15,13,14,8,2
9,4,2,10,8,1,6,1,7,12,1,13,5,15,5,14
3,5,14,11,6,2,10,3,12,3,7,6,1,13,6,10
10,1,13,12,8,11,13,13,7,14,9,14,2,3,13,12
10,1,6,2,2,10,3,6,10,10,3,12,9,15,4,2
10,3,15,15,13,12,10,10,9,14,11,5,5,15,5,14
8,8,8,11,7,6,8,10,3,14,9,6,2,11,4,10
1,5,5,12,9,13,4,9,13,12,1,13,12,9,4,8
