16
1,5,6,1,7,7,4,3,7,4,3,4,3,4,3,6
1,7,12,1,14,8,2,8,10,1,13,6,9,7,14,8
1,14,1,7,15,7,13,6,11,5,4,10,2,10,8,2
1,15,6,10,11,15,6,9,13,5,5,15,13,12,1,14
3,12,11,13,14,9,13,6,2,3,5,13,4,3,7,14
11,4,10,3,13,4,3,14,9,15,6,3,4,10,9,14
9,4,8,11,4,3,12,9,4,8,8,10,2,11,4,10
1,6,1,13,4,10,2,3,6,1,6,10,10,11,4,8
3,12,3,5,5,15,12,9,13,5,13,13,15,14,3,6
11,7,13,4,2,8,3,5,4,1,5,6,10,9,12,8
8,10,3,4,10,2,9,6,2,2,3,12,9,5,5,6
2,9,15,4,11,13,7,14,11,12,10,2,2,1,5,14
11,4,9,5,13,6,10,10,11,7,15,13,15,5,6,10
11,5,7,5,4,8,8,11,14,9,15,4,10,2,11,14
10,2,9,5,5,7,4,10,8,3,13,4,8,10,10,8
9,12,1,5,5,13,5,13,4,9,5,4,1,13,13,4
