16
1,7,4,3,6,3,7,5,7,7,5,5,5,6,2,2
3,15,7,13,15,12,8,2,8,11,7,5,6,11,15,14
8,10,10,3,15,5,7,13,7,15,15,7,15,12,10,10
3,13,13,13,12,3,13,5,15,13,15,15,13,7,15,14
8,3,6,3,5,15,7,7,14,2,8,11,6,11,13,14
2,8,11,15,6,11,13,15,15,13,7,15,15,13,7,14
9,6,11,15,13,15,6,8,9,7,14,11,13,6,8,10
3,14,11,15,4,9,14,3,7,15,15,15,4,10,3,14
9,14,10,9,5,7,14,9,12,10,11,13,7,12,9,14
3,15,14,1,7,15,15,7,6,11,14,1,15,7,7,12
11,15,15,5,13,15,15,13,13,15,13,7,13,15,15,6
9,12,10,3,7,15,15,7,6,11,6,10,2,10,11,12
2,3,14,11,13,15,15,15,15,15,13,13,13,13,13,4
9,15,15,13,7,13,14,11,15,15,7,7,7,5,7,6
3,15,14,3,15,7,15,15,15,15,15,15,15,7,13,14
8,8,8,9,12,9,13,12,9,13,13,12,9,13,4,8
