16
1,5,7,5,7,4,1,6,2,1,7,5,4,3,7,4
3,4,8,1,13,5,7,12,11,5,15,4,1,12,11,4
11,5,5,7,7,4,9,6,10,2,11,6,2,3,13,6
10,3,6,10,9,5,6,9,15,15,12,9,12,10,2,8
11,15,14,11,4,2,8,1,14,8,2,3,4,11,15,4
10,10,8,11,5,13,5,7,15,7,12,9,5,12,9,6
8,11,4,9,4,2,1,14,8,11,4,1,5,7,4,10
2,11,4,1,6,10,2,11,6,10,2,3,5,15,5,14
9,15,4,1,14,11,12,9,12,9,14,8,2,10,1,14
3,15,5,6,11,12,1,7,6,3,15,7,15,15,4,8
8,10,2,8,11,6,3,14,8,8,9,15,15,13,5,4
1,14,9,6,10,9,12,9,4,2,1,14,11,7,6,2
3,13,4,11,15,6,1,7,4,10,2,11,12,8,11,14
9,5,5,14,8,10,1,13,7,15,14,10,1,6,8,8
3,7,5,14,1,13,7,5,14,9,14,11,5,15,5,4
9,12,1,13,5,5,13,4,9,4,8,9,4,9,5,4
