16
1,5,5,6,3,5,7,6,3,4,3,4,1,5,7,6
3,5,5,13,15,6,10,8,11,5,13,7,5,5,15,14
9,5,5,5,15,13,12,1,12,3,4,10,3,4,8,10
2,2,3,7,14,3,7,5,5,15,4,11,13,4,3,14
9,13,14,11,15,15,14,1,6,8,2,10,1,5,14,8
1,6,10,8,8,8,9,6,11,7,13,12,1,7,15,6
1,15,13,7,4,1,6,8,10,10,1,7,7,14,11,14
3,13,6,8,1,7,12,3,14,9,4,10,11,14,8,10
11,5,14,2,3,13,4,9,12,3,7,13,13,14,3,12
9,6,11,14,10,3,4,2,1,12,10,3,6,10,9,4
1,14,8,8,10,11,6,9,7,7,14,8,10,8,3,6
2,10,2,2,11,12,8,3,13,14,11,5,13,7,12,8
10,11,15,15,12,2,2,10,1,12,10,1,6,9,5,4
10,10,8,9,7,14,11,14,3,4,11,6,10,2,3,4
11,15,5,6,10,10,8,8,10,3,12,11,14,11,15,4
8,8,1,12,9,13,5,5,13,13,4,8,9,12,9,4
