16
1,6,2,3,4,1,5,7,5,6,2,2,2,1,7,4
3,15,12,11,5,4,3,13,4,11,14,9,15,6,9,6
10,9,5,13,5,6,9,7,4,10,9,6,10,11,5,14
11,6,2,2,2,8,1,15,6,10,2,11,12,8,2,10
10,11,14,11,15,7,4,9,12,8,9,13,6,2,9,12
8,8,11,12,10,10,2,1,5,5,7,6,11,13,5,4
2,3,14,2,8,11,13,4,1,7,14,8,9,5,5,6
10,8,11,15,4,10,2,3,6,8,11,6,3,4,1,14
9,5,14,9,6,11,12,11,12,3,12,10,11,5,5,12
1,5,15,4,10,9,6,11,4,11,6,9,13,6,2,2
2,1,12,2,10,1,13,13,6,10,8,3,4,9,13,14
10,1,5,15,12,3,6,2,11,13,4,11,6,2,2,10
10,2,2,10,3,12,11,13,13,4,3,14,9,15,15,12
10,9,13,14,11,6,8,3,4,2,8,8,3,14,11,6
11,7,5,12,10,10,2,10,1,13,7,6,8,10,8,10
8,9,5,4,8,8,9,13,5,5,12,9,5,13,4,8
