16
1,7,6,1,5,5,7,5,5,6,2,3,5,5,7,6
3,12,11,5,6,1,13,5,4,10,10,8,3,7,14,10
8,1,14,3,14,2,2,3,5,13,15,7,12,8,8,8
1,6,8,10,8,11,15,12,3,7,12,10,1,7,6,2
2,9,6,10,3,12,8,1,14,11,4,9,7,14,9,14
10,3,13,15,13,4,3,4,10,10,2,3,12,10,1,12
10,10,1,15,6,2,10,1,12,9,14,8,3,13,5,6
9,14,1,12,9,15,12,3,6,3,14,2,11,4,1,14
2,9,7,5,4,9,7,13,12,10,8,9,13,4,3,14
9,5,13,7,5,6,9,4,2,11,5,5,7,4,8,8
3,6,3,13,6,9,6,2,9,14,1,5,14,1,7,6
8,9,13,4,10,1,13,12,3,12,1,6,11,6,10,10
1,6,3,5,12,2,2,2,9,6,2,10,10,9,12,8
1,15,13,5,6,11,13,12,1,14,11,13,14,2,2,2
3,15,5,6,8,10,2,2,2,8,8,1,14,9,15,14
8,8,1,13,5,12,9,13,13,5,5,5,13,5,12,8
