16
1,6,2,1,7,4,1,6,1,6,2,2,1,6,2,2
2,11,12,2,11,6,3,13,4,9,13,14,1,13,14,10
10,10,1,14,11,14,10,3,4,2,2,10,1,5,15,12
11,15,7,12,8,10,9,15,4,9,15,12,1,7,12,2
9,12,10,3,4,11,4,11,7,5,15,7,4,10,2,10
1,7,15,14,2,11,4,8,10,3,12,10,1,15,14,10
1,13,15,13,14,11,7,5,12,9,6,10,2,10,11,12
1,5,13,5,13,14,8,3,7,5,14,11,14,8,11,4
1,6,1,6,2,9,6,9,12,3,14,8,10,3,15,6
1,15,6,9,15,5,15,5,6,11,15,6,8,9,12,10
1,15,15,4,11,6,11,5,14,9,15,14,3,7,7,12
3,14,9,7,14,8,9,4,11,4,11,14,10,8,10,2
10,8,3,12,11,7,6,1,15,5,14,11,12,1,14,10
8,2,10,2,11,12,8,1,13,4,10,11,4,2,10,10
3,12,10,10,9,5,5,7,7,6,8,11,5,14,9,14
9,5,13,13,5,5,4,8,8,8,1,12,1,13,4,8
