16
1,6,2,3,6,1,7,7,6,1,6,1,5,6,3,4
3,13,15,12,10,1,12,10,9,4,10,2,3,15,13,4
10,2,11,6,10,1,7,12,3,5,15,14,10,10,1,6
10,9,14,8,10,2,10,3,15,4,8,10,10,10,3,12
11,4,8,1,15,12,9,12,11,6,1,15,12,9,13,6
8,3,7,5,14,2,3,5,12,8,1,13,4,1,5,14
1,12,10,3,14,10,11,4,1,5,6,2,3,4,3,14
1,5,12,8,11,13,14,3,6,2,11,12,9,7,14,10
1,7,7,5,12,2,8,11,12,9,15,7,5,14,8,10
3,12,10,2,2,11,7,14,2,1,12,9,6,8,1,12
10,2,11,15,13,14,8,11,13,5,4,1,15,7,6,2
8,9,14,11,4,9,6,9,4,2,3,7,12,11,13,12
3,7,14,9,5,4,10,2,2,10,8,9,4,10,2,2
8,10,9,5,5,6,9,13,12,10,2,1,5,15,15,14
3,12,2,2,1,14,2,1,7,12,10,1,7,12,8,10
9,5,12,9,5,13,12,1,13,5,13,5,12,1,5,12
