16
1,6,2,1,5,7,6,1,7,4,3,7,4,2,1,6
1,14,11,5,6,10,9,7,15,5,14,10,1,14,2,10
3,12,11,4,10,9,6,8,8,3,12,11,5,13,15,14
9,6,11,6,10,2,9,6,1,12,2,11,6,3,14,8
1,14,8,10,9,13,5,14,1,6,11,14,8,8,8,2
3,13,5,13,4,3,7,13,7,12,10,8,3,4,2,10
11,4,1,7,7,14,8,1,13,6,8,3,13,7,13,12
9,5,6,10,8,9,6,3,6,10,2,10,3,15,7,4
2,3,12,10,2,2,11,13,12,10,11,14,10,10,8,2
10,10,3,15,13,12,10,1,6,11,14,10,8,10,1,14
11,12,8,11,6,1,12,1,15,12,8,8,3,12,3,12
10,3,5,14,11,4,3,6,10,2,2,2,8,3,14,2
8,8,3,12,10,3,14,11,13,14,11,13,4,10,11,14
2,3,12,1,12,8,10,9,4,10,11,7,5,14,8,8
10,11,7,5,4,1,15,6,2,9,12,9,4,11,7,6
9,12,9,4,1,5,12,9,13,4,1,5,5,12,8,8
