16
1,6,3,5,4,3,4,2,3,7,6,2,3,4,2,2
1,15,12,1,5,14,3,14,11,14,11,14,9,7,14,10
3,15,4,3,7,14,9,13,15,12,10,9,7,15,15,14
10,9,5,14,10,9,6,3,14,2,9,4,11,14,11,12
8,3,5,13,15,6,9,14,10,11,7,7,15,13,15,4
3,15,6,3,15,13,7,15,15,12,10,11,15,7,15,6
8,11,15,13,14,3,12,8,9,5,14,11,13,12,11,12
3,12,10,3,13,14,2,3,6,3,15,15,6,2,8,2
9,4,10,9,5,14,10,9,13,13,15,13,12,10,3,12
2,3,15,6,3,15,12,3,4,1,14,2,1,15,13,6
11,15,15,12,9,13,7,15,5,5,15,14,2,10,2,8
11,13,15,7,7,7,13,15,4,2,9,15,15,15,12,2
10,2,10,11,15,15,7,14,1,15,7,15,14,9,6,10
8,9,12,11,15,14,8,11,5,15,13,13,14,2,10,10
3,7,7,14,10,8,1,14,3,13,7,6,10,10,9,14
9,13,12,8,8,1,5,12,9,5,12,8,8,9,5,12
