16
1,6,3,6,3,7,6,2,2,3,5,4,2,3,7,4
1,14,10,10,10,8,9,13,13,12,1,7,14,10,9,4
1,13,12,10,10,3,4,2,3,4,3,15,13,15,5,4
3,4,3,15,13,13,4,11,14,2,8,11,4,9,7,6
10,3,14,9,5,7,6,10,9,15,5,14,3,4,10,8
9,12,8,3,5,14,9,12,2,11,4,8,10,1,15,6
3,5,4,11,6,8,3,5,12,10,1,5,15,6,8,10
11,5,6,10,8,3,14,3,6,11,4,1,12,10,2,8
10,3,14,11,7,14,8,11,12,10,3,6,3,15,13,6
10,10,9,12,10,8,2,11,4,9,12,11,14,10,2,8
8,10,1,6,11,7,13,15,6,3,5,12,8,9,15,4
1,13,7,14,9,15,4,9,12,9,6,3,7,5,13,6
1,5,12,11,6,8,3,4,3,7,14,10,9,5,4,8
2,2,3,14,9,7,12,2,8,8,10,11,5,7,4,2
10,10,8,10,2,8,2,11,5,6,10,8,3,13,7,14
9,13,5,13,13,4,9,13,4,9,13,4,8,1,13,12
