16
1,6,1,7,6,1,7,7,5,7,6,3,5,6,3,6
2,11,6,9,15,7,13,13,7,12,9,13,7,15,15,14
10,11,15,6,8,11,5,5,14,3,7,4,11,13,15,14
11,15,15,13,7,15,7,7,15,12,10,3,13,4,11,14
10,9,13,6,9,13,13,15,15,5,14,10,1,6,11,12
11,5,7,15,7,7,7,15,14,1,13,13,6,11,15,6
11,5,15,14,11,13,14,11,13,5,7,4,11,15,15,14
10,2,11,14,10,1,14,11,6,3,15,5,15,15,15,14
9,15,12,11,15,7,12,9,12,8,11,7,13,13,15,12
3,15,6,9,15,13,4,3,7,7,15,15,6,2,9,6
10,11,15,4,9,7,5,15,14,11,13,14,11,13,6,10
11,12,11,7,7,13,7,14,11,14,3,15,12,1,15,14
10,3,14,9,14,3,12,11,15,14,9,15,5,7,13,14
10,11,14,3,15,14,3,13,14,11,7,15,7,15,7,14
11,13,13,14,11,15,15,6,11,12,9,12,9,15,15,14
8,1,5,13,13,13,12,9,12,1,5,5,5,13,12,8
