16
1,6,2,2,3,5,5,4,3,7,5,4,2,3,7,4
3,13,13,13,15,5,4,2,10,9,5,6,9,12,11,4
11,4,2,1,13,6,1,13,14,2,3,12,2,1,13,6
11,4,10,2,1,14,2,2,10,9,15,4,11,7,5,14
9,6,10,10,3,13,13,13,14,1,14,3,14,8,1,12
2,8,10,11,15,6,3,5,15,4,11,12,9,5,7,4
11,4,9,14,8,8,8,1,12,2,10,3,6,3,13,6
9,7,5,14,1,6,3,7,6,9,12,8,11,15,4,8
3,12,1,13,5,15,14,9,12,3,4,2,10,9,7,6
9,7,5,6,1,14,9,4,1,14,2,11,13,4,10,10
3,12,3,12,3,13,5,5,4,9,15,12,2,2,8,10
10,2,10,2,11,5,6,3,6,1,15,5,15,15,4,8
10,10,8,9,12,1,12,10,8,1,13,4,8,8,3,4
11,15,6,3,6,3,5,13,6,3,5,7,6,3,15,4
10,8,11,14,10,11,5,4,9,12,3,12,11,12,8,2
8,1,12,8,9,13,4,1,5,5,12,1,13,5,5,12
